year,round,pick,team,player_name,position,college,age,career_av,draft_av,games_played
2021,3,69,CIN,Joseph Ossai,DE,Texas,,,,
2021,3,70,CAR,Brady Christensen,OT,BYU,,,,
2021,3,71,NYG,Aaron Robinson,CB,UCF,,,,
2021,3,72,DET,Alim McNeill,DT,NC State,,,,
2021,3,73,PHI,Milton Williams,DT,Louisiana Tech,,,,
2021,3,74,WSH,Benjamin St-Juste,CB,Minnesota,,,,
2021,3,75,DAL,Osa Odighizuwa,DT,UCLA,,,,
2021,3,76,NO,Paulson Adebo,CB,Stanford,,,,
2021,3,77,LAC,Josh Palmer,WR,Tennessee,,,,
2021,3,78,MIN,Chazz Surratt,ILB,North Carolina,,,,
2021,3,79,LV,Malcolm Koonce,OLB,Buffalo,,,,
2021,3,80,LV,Divine Deablo,S,Virginia Tech,,,,
2021,3,81,MIA,Hunter Long,TE,Boston College,,,,
2021,3,82,WSH,Dyami Brown,WR,North Carolina,,,,
2021,3,83,CAR,Tommy Tremble,TE,Notre Dame,,,,
2021,3,84,DAL,Chauncey Golston,DE,Iowa,,,,
2021,3,85,GB,Amari Rodgers,WR,Clemson,,,,
2021,3,86,MIN,Wyatt Davis,OG,Ohio State,,,,
2021,3,87,PIT,Kendrick Green,C,Illinois,,,,
2021,3,88,SF,Trey Sermon,RB,Ohio State,,,,
2021,3,89,HOU,Nico Collins,WR,Michigan,,,,
2021,3,90,MIN,Patrick Jones II,DE,Pittsburgh,,,,
2021,3,91,CLE,Anthony Schwartz,WR,Auburn,,,,
2021,3,92,TEN,Monty Rice,ILB,Georgia,,,,
2021,3,93,BUF,Spencer Brown,OT,Northern Iowa,,,,
2021,3,94,BAL,Ben Cleveland,OG,Georgia,,,,
2021,3,95,TB,Robert Hainsey,OT,Notre Dame,,,,
2021,3,96,NE,Ronnie Perkins,DE,Oklahoma,,,,
2021,3,97,LAC,Tre' McKitty,TE,Georgia,,,,
2021,3,98,DEN,Quinn Meinerz,OG,Wisconsin-Whitewater,,,,
2021,3,99,DAL,Nahshon Wright,CB,Oregon State,,,,
2021,3,100,TEN,Elijah Molden,CB,Washington,,,,
2021,3,101,DET,Ifeatu Melifonwu,CB,Syracuse,,,,
2021,3,102,SF,Ambry Thomas,CB,Michigan,,,,
2021,3,103,LAR,Ernest Jones,ILB,South Carolina,,,,
2021,3,104,BAL,Brandon Stephens,CB,SMU,,,,
2021,3,105,DEN,Baron Browning,OLB,Ohio State,,,,
2021,4,106,JAX,Jay Tufele,DT,USC,,,,
2021,4,107,NYJ,Michael Carter,RB,North Carolina,,,,
2021,4,108,ATL,Darren Hall,CB,San Diego State,,,,
2021,4,109,TEN,Dez Fitzpatrick,WR,Louisville,,,,
2021,4,110,CLE,James Hudson,OT,Cincinnati,,,,
2021,4,111,CIN,Cameron Sample,DE,Tulane,,,,
2021,4,112,DET,Amon-Ra St. Brown,WR,USC,,,,
2021,4,113,DET,Derrick Barnes,ILB,Purdue,,,,
2021,4,114,ATL,Drew Dalman,C,Stanford,,,,
2021,4,115,DAL,Jabril Cox,ILB,LSU,,,,
2021,4,116,NYG,Elerson Smith,OLB,Northern Iowa,,,,
2021,4,117,LAR,Bobby Brown III,DT,Texas A&M,,,,
2021,4,118,LAC,Chris Rumph II,OLB,Duke,,,,
2021,4,119,MIN,Kene Nwangwu,RB,Iowa State,,,,
2021,4,120,NE,Rhamondre Stevenson,RB,Oklahoma,,,,
2021,4,121,JAX,Jordan Smith,DE,UAB,,,,
2021,4,122,CIN,Tyler Shelvin,DT,LSU,,,,
2021,4,123,PHI,Zech McPhearson,CB,Texas Tech,,,,
2021,4,124,WSH,John Bates,TE,Boise State,,,,
2021,4,125,MIN,Camryn Bynum,CB,California,,,,
2021,4,126,CAR,Chuba Hubbard,RB,Oklahoma State,,,,
2021,4,127,IND,Kylen Granson,TE,SMU,,,,
2021,4,128,PIT,Dan Moore Jr.,OT,Texas A&M,,,,
2021,4,129,TB,Jaelon Darden,WR,North Texas,,,,
2021,4,130,LAR,Robert Rochell,CB,Central Arkansas,,,,
2021,4,131,BAL,Tylan Wallace,WR,Oklahoma State,,,,
2021,4,132,CLE,Tommy Togiai,DT,Ohio State,,,,
2021,4,133,NO,Ian Book,QB,Notre Dame,,,,
2021,4,134,MIN,Janarius Robinson,DE,Florida State,,,,
2021,4,135,TEN,Rashad Weaver,DE,Pittsburgh,,,,
2021,4,136,ARI,Marco Wilson,CB,Florida,,,,
2021,4,137,SEA,Tre Brown,CB,Oklahoma,,,,
2021,4,138,DAL,Josh Ball,OT,Marshall,,,,
2021,4,139,CIN,D'Ante Smith,OT,East Carolina,,,,
2021,4,140,PIT,Buddy Johnson,ILB,Texas A&M,,,,
2021,4,141,LAR,Jacob Harris,WR,UCF,,,,
2021,4,142,GB,Royce Newman,OG,Ole Miss,,,,
2021,4,143,LV,Tyree Gillespie,S,Missouri,,,,
2021,4,144,KC,Joshua Kaindoh,DE,Florida State,,,,
2021,5,145,JAX,Luke Farrell,TE,Ohio State,,,,
2021,5,146,NYJ,Jamien Sherwood,S,Auburn,,,,
2021,5,147,HOU,Brevin Jordan,TE,Miami,,,,
2021,5,148,ATL,Ta'Quon Graham,DT,Texas,,,,
2021,5,149,CIN,Evan McPherson,PK,Florida,,,,
2021,5,150,PHI,Kenneth Gainwell,RB,Memphis,,,,
2021,5,151,CHI,Larry Borom,OT,Missouri,,,,
2021,5,152,DEN,Caden Sterns,S,Texas,,,,
2021,5,153,CLE,Tony Fields II,ILB,West Virginia,,,,
2021,5,154,NYJ,Michael Carter II,S,Duke,,,,
2021,5,155,SF,Jaylon Moore,OG,Western Michigan,,,,
2021,5,156,PIT,Isaiahh Loudermilk,DT,Wisconsin,,,,
2021,5,157,MIN,Ihmir Smith-Marsette,WR,Iowa,,,,
2021,5,158,CAR,Daviyon Nixon,DT,Iowa,,,,
2021,5,159,LAC,Brenden Jaimes,OT,Nebraska,,,,
2021,5,160,BAL,Shaun Wade,CB,Ohio State,,,,
2021,5,161,BUF,Tommy Doyle,OT,Miami (OH),,,,
2021,5,162,KC,Noah Gray,TE,Duke,,,,
2021,5,163,WSH,Darrick Forrest,S,Cincinnati,,,,
2021,5,164,DEN,Jamar Johnson,S,Indiana,,,,
2021,5,165,IND,Shawn Davis,S,Florida,,,,
2021,5,166,CAR,Keith Taylor,CB,Washington,,,,
2021,5,167,LV,Nate Hobbs,CB,Illinois,,,,
2021,5,168,MIN,Zach Davidson,TE,Central Missouri,,,,
2021,5,169,CLE,Richard LeCounte,S,Georgia,,,,
2021,5,170,HOU,Garret Wallow,ILB,TCU,,,,
2021,5,171,BAL,Daelin Hayes,DE,Notre Dame,,,,
2021,5,172,SF,Deommodore Lenoir,CB,Oregon,,,,
2021,5,173,GB,Tedarrell Slaton,DT,Florida,,,,
2021,5,174,LAR,Earnest Brown IV,DE,Northwestern,,,,
2021,5,175,NYJ,Jason Pinnock,CB,Pittsburgh,,,,
2021,5,176,TB,K.J. Britt,ILB,Auburn,,,,
2021,5,177,NE,Cameron McGrone,ILB,Michigan,,,,
2021,5,178,GB,Shemar Jean-Charles,CB,Appalachian State,,,,
2021,5,179,DAL,Simi Fehoko,WR,Stanford,,,,
2021,5,180,SF,Talanoa Hufanga,S,USC,,,,
2021,5,181,KC,Cornell Powell,WR,Clemson,,,,
2021,5,182,ATL,Adetokunbo Ogundeji,DE,Notre Dame,,,,
2021,5,183,ATL,Avery Williams,CB,Boise State,,,,
2021,5,184,BAL,Ben Mason,FB,Michigan,,,,
2021,6,185,LAC,Nick Niemann,ILB,Iowa,,,,
2021,6,186,NYJ,Hamsah Nasirildeen,S,Florida State,,,,
2021,6,187,ATL,Frank Darby,WR,Arizona State,,,,
2021,6,188,NE,Joshuah Bledsoe,S,Missouri,,,,
2021,6,189,PHI,Marlon Tuipulotu,DT,USC,,,,
2021,6,190,CIN,Trey Hill,C,Georgia,,,,
2021,6,191,PHI,Tarron Jackson,DE,Coastal Carolina,,,,
2021,6,192,DAL,Quinton Bohanna,DT,Kentucky,,,,
2021,6,193,CAR,Deonte Brown,OG,Alabama,,,,
2021,6,194,SF,Elijah Mitchell,RB,Louisiana,,,,
2021,6,195,HOU,Roy Lopez,DT,Arizona,,,,
2021,6,196,NYG,Gary Brightwell,RB,Arizona,,,,
2021,6,197,NE,William Sherman,OT,Colorado,,,,
2021,6,198,LAC,Larry Rountree III,RB,Missouri,,,,
2021,6,199,MIN,Jaylen Twyman,DT,Pittsburgh,,,,
2021,6,200,NYJ,Brandin Echols,CB,Kentucky,,,,
2021,6,201,NYG,Rodarius Williams,CB,Oklahoma State,,,,
2021,6,202,CIN,Chris Evans,RB,Michigan,,,,
2021,6,203,BUF,Marquez Stevenson,WR,Houston,,,,
2021,6,204,CAR,Shi Smith,WR,South Carolina,,,,
2021,6,205,TEN,Racey McMath,WR,LSU,,,,
2021,6,206,NO,Landon Young,OT,Kentucky,,,,
2021,6,207,NYJ,Jonathan Marshall,DT,Arkansas,,,,
2021,6,208,SEA,Stone Forsythe,OT,Florida,,,,
2021,6,209,JAX,Jalen Camp,WR,Georgia Tech,,,,
2021,6,210,ARI,Victor Dimukeje,DE,Duke,,,,
2021,6,211,CLE,Demetric Felton,WR,UCLA,,,,
2021,6,212,BUF,Damar Hamlin,S,Pittsburgh,,,,
2021,6,213,BUF,Rachad Wildgoose,CB,Wisconsin,,,,
2021,6,214,GB,Cole Van Lanen,OT,Wisconsin,,,,
2021,6,215,TEN,Brady Breeze,S,Oregon,,,,
2021,6,216,PIT,Quincy Roche,OLB,Miami,,,,
2021,6,217,CHI,Khalil Herbert,RB,Virginia Tech,,,,
2021,6,218,IND,Sam Ehlinger,QB,Texas,,,,
2021,6,219,DEN,Seth Williams,WR,Auburn,,,,
2021,6,220,GB,Isaiah McDuffie,ILB,Boston College,,,,
2021,6,221,CHI,Dazz Newsome,WR,North Carolina,,,,
2021,6,222,CAR,Thomas Fletcher,LS,Alabama,,,,
2021,6,223,ARI,Tay Gowan,CB,UCF,,,,
2021,6,224,PHI,JaCoby Stevens,S,LSU,,,,
2021,6,225,WSH,Camaron Cheeseman,LS,Michigan,,,,
2021,6,226,KC,Trey Smith,OG,Tennessee,,,,
2021,6,227,DAL,Israel Mukuamu,CB,South Carolina,,,,
2021,6,228,CHI,Thomas Graham Jr.,CB,Oregon,,,,
2021,7,229,IND,Mike Strachan,WR,Charleston (WV),,,,
2021,7,230,LV,Jimmy Morrissey,C,Pittsburgh,,,,
2021,7,231,MIA,Larnel Coleman,OT,Massachusetts,,,,
2021,7,232,CAR,Phil Hoskins,DT,Kentucky,,,,
2021,7,233,LAR,Jake Funk,RB,Maryland,,,,
2021,7,234,PHI,Patrick Johnson,OLB,Tulane,,,,
2021,7,235,CIN,Wyatt Hubert,DE,Kansas State,,,,
2021,7,236,BUF,Jack Anderson,OG,Texas Tech,,,,
2021,7,237,DEN,Kary Vincent Jr.,CB,LSU,,,,
2021,7,238,DAL,Matt Farniok,OG,Nebraska,,,,
2021,7,239,DEN,Jonathon Cooper,DE,Ohio State,,,,
2021,7,240,WSH,William Bradley-King,OLB,Baylor,,,,
2021,7,241,LAC,Mark Webb,S,Georgia,,,,
2021,7,242,NE,Tre Nixon,WR,UCF,,,,
2021,7,243,ARI,James Wiggins,S,Cincinnati,,,,
2021,7,244,MIA,Gerrid Doaks,RB,Cincinnati,,,,
2021,7,245,PIT,Tre Norwood,CB,Oklahoma,,,,
2021,7,246,WSH,Shaka Toney,DE,Penn State,,,,
2021,7,247,ARI,Michal Menet,C,Penn State,,,,
2021,7,248,IND,Will Fries,OT,Penn State,,,,
2021,7,249,LAR,Ben Skowronek,WR,Notre Dame,,,,
2021,7,250,CHI,Khyiris Tonga,DT,BYU,,,,
2021,7,251,TB,Chris Wilcox,CB,BYU,,,,
2021,7,252,LAR,Chris Garrett,OLB,Concordia-St. Paul,,,,
2021,7,253,DEN,Marquiss Spencer,DE,Mississippi State,,,,
2021,7,254,PIT,Pressley Harvin III,P,Georgia Tech,,,,
2021,7,255,NO,Kawaan Baker,WR,South Alabama,,,,
2021,7,256,GB,Kylin Hill,RB,Mississippi State,,,,
2021,7,257,DET,Jermar Jefferson,RB,Oregon State,,,,
2021,7,258,WSH,Dax Milne,WR,BYU,,,,
2021,7,259,TB,Grant Stuard,OLB,Houston,,,,
