year,round,pick,team,player_name,position,college,age,career_av,draft_av,games_played
2016,5,163,GB,Trevor Davis,WR,California,,,,
2016,5,164,PHI,Halapoulivaati Vaitai,OT,TCU,,,,
2016,5,165,KC,Tyreek Hill,WR,West Alabama,,,,
2016,5,166,HOU,D.J. Reader,DT,Clemson,,,,
2016,5,167,ARI,Marqui Christian,S,Midwestern State,,,,
2016,5,168,CLE,Spencer Drango,OT,Baylor,,,,
2016,5,169,DET,Antwione Williams,OLB,Georgia Southern,,,,
2016,5,170,ARI,Cole Toner,OT,Harvard,,,,
2016,5,171,SEA,Alex Collins,RB,Arkansas,,,,
2016,5,172,CLE,Rashard Higgins,WR,Colorado State,,,,
2016,5,173,CLE,Trey Caldwell,CB,Louisiana Monroe,,,,
2016,5,174,SF,Fahn Cooper,OT,Ole Miss,,,,
2016,5,175,,Jatavis Brown,OLB,Akron,,,,
2016,6,176,DEN,Andy Janovich,FB,Nebraska,,,,
2016,6,177,LAR,Temarrick Hemingway,TE,South Carolina State,,,,
2016,6,178,KC,D.J. White,CB,Georgia Tech,,,,
2016,6,179,,Drew Kaser,P,Texas A&M,,,,
2016,6,180,MIN,Moritz Boehringer,WR,,,,,
2016,6,181,JAX,Tyrone Holmes,DE,Montana,,,,
2016,6,182,BAL,Keenan Reynolds,WR,Navy,,,,
2016,6,183,TB,Devante Bond,OLB,Oklahoma,,,,
2016,6,184,NYG,Jerell Adams,TE,South Carolina,,,,
2016,6,185,CHI,Deandre Houston-Carson,S,William & Mary,,,,
2016,6,186,MIA,Jakeem Grant,WR,Texas Tech,,,,
2016,6,187,,Nate Sudfeld,QB,Indiana,,,,
2016,6,188,MIN,David Morgan,TE,UT San Antonio,,,,
2016,6,189,DAL,Anthony Brown,CB,Purdue,,,,
2016,6,190,LAR,Josh Forrest,ILB,Kentucky,,,,
2016,6,191,DET,Jake Rudock,QB,Michigan,,,,
2016,6,192,BUF,Kolby Listenbee,WR,TCU,,,,
2016,6,193,TEN,Sebastian Tretola,OG,Arkansas,,,,
2016,6,194,,Cory James,OLB,Colorado State,,,,
2016,6,195,ATL,Wes Schweitzer,OG,San Jose State,,,,
2016,6,196,PHI,Blake Countess,CB,Auburn,,,,
2016,6,197,TB,Dan Vitale,FB,Northwestern,,,,
2016,6,198,,Derek Watt,FB,Wisconsin,,,,
2016,6,199,CIN,Cody Core,WR,Ole Miss,,,,
2016,6,200,GB,Kyle Murphy,OT,Stanford,,,,
2016,6,201,JAX,Brandon Allen,QB,Arkansas,,,,
2016,6,202,DET,Anthony Zettel,DE,Penn State,,,,
2016,6,203,KC,Dadi Lhomme Nicolas,OLB,Virginia Tech,,,,
2016,6,204,MIA,Jordan Lucas,S,Penn State,,,,
2016,6,205,ARI,Harlan Miller,CB,Southeastern Louisiana,,,,
2016,6,206,LAR,Michael Thomas,WR,Southern Mississippi,,,,
2016,6,207,SF,Jeff Driskel,QB,Louisiana Tech,,,,
2016,6,208,NE,Kamu Grugier-Hill,CB,Eastern Illinois,,,,
2016,6,209,BAL,Maurice Canady,CB,Virginia,,,,
2016,6,210,DET,Jimmy Landes,LS,Baylor,,,,
2016,6,211,SF,Kelvin Taylor,RB,Florida,,,,
2016,6,212,DAL,Kavon Frazier,S,Central Michigan,,,,
2016,6,213,SF,Aaron Burbridge,WR,Michigan State,,,,
2016,6,214,NE,Elandon Roberts,ILB,Houston,,,,
2016,6,215,SEA,Joey Hunt,C,TCU,,,,
2016,6,216,DAL,Darius Jackson,RB,Eastern Michigan,,,,
2016,6,217,DAL,Rico Gathers,TE,Baylor,,,,
2016,6,218,BUF,Kevon Seymour,CB,USC,,,,
2016,6,219,DEN,Will Parks,S,Arizona,,,,
2016,6,220,PIT,Travis Feeney,OLB,Washington,,,,
2016,6,221,NE,Ted Karras,OG,Illinois,,,,
2016,7,222,TEN,Aaron Wallace,OLB,UCLA,,,,
2016,7,223,MIA,Brandon Doughty,QB,Western Kentucky,,,,
2016,7,224,,Donavon Clark,OG,Michigan State,,,,
2016,7,225,NE,Devin Lucien,WR,Arizona State,,,,
2016,7,226,JAX,Jonathan Woodard,DE,Central Arkansas,,,,
2016,7,227,MIN,Stephen Weatherly,OLB,Vanderbilt,,,,
2016,7,228,DEN,Riley Dixon,P,Syracuse,,,,
2016,7,229,PIT,Demarcus Ayers,WR,Houston,,,,
2016,7,230,CHI,Daniel Braverman,WR,Western Michigan,,,,
2016,7,231,MIA,Thomas Duarte,WR,UCLA,,,,
2016,7,232,,Steven Daniels,ILB,Boston College,,,,
2016,7,233,PHI,Jalen Mills,S,LSU,,,,
2016,7,234,,Vadal Alexander,OG,LSU,,,,
2016,7,235,NYJ,Loc Edwards,P,Sam Houston State,,,,
2016,7,236,DET,Dwayne Washington,RB,Washington,,,,
2016,7,237,NO,Daniel Lasco,RB,California,,,,
2016,7,238,ATL,Devin Fuller,WR,UCLA,,,,
2016,7,239,IND,Trevor Bates,OLB,Maine,,,,
2016,7,240,PHI,Alex Mccalister,DE,Florida,,,,
2016,7,241,NYJ,Charone Peake,WR,Clemson,,,,
2016,7,242,,Keith Marshall,RB,Georgia,,,,
2016,7,243,SEA,Kenny Lawler,WR,California,,,,
2016,7,244,MIN,Jayron Kearse,S,Clemson,,,,
2016,7,245,CIN,Clayton Fejedelem,S,Illinois,,,,
2016,7,246,PIT,Tyler Matakevich,ILB,Temple,,,,
2016,7,247,SEA,Zac Brooks,RB,Clemson,,,,
2016,7,248,IND,Austin Blythe,C,Iowa,,,,
2016,7,249,SF,Prince Charles Iworah,CB,Western Kentucky,,,,
2016,7,250,CLE,Scooby Wright III,ILB,Arizona,,,,
2016,7,251,PHI,Joe Walker,ILB,Oregon,,,,
2016,7,252,CAR,Beau Sandland,TE,Montana State,,,,
2016,7,253,TEN,Kalan Reed,CB,Southern Mississippi,,,,
