year,round,pick,team,player_name,position,college,age,career_av,draft_av,games_played
2014,4,134,BAL,Brent Urban,DT,Virginia,,,,
2014,4,135,HOU,Tom Savage,QB,Pittsburgh,,,,
2014,4,136,DET,Larry Webster,DE,Bloomsburg,,,,
2014,4,137,NYJ,Dakota Dozier,OT,Furman,,,,
2014,4,138,BAL,Lorenzo Taliaferro,RB,Coastal Carolina,,,,
2014,4,139,ATL,Prince Shembo,OLB,Notre Dame,,,,
2014,4,140,NE,Cameron Fleming,OT,Stanford,,,,
2014,5,141,PHI,Taylor Hart,DE,Oregon,,,,
2014,5,142,,Ryan Grant,WR,Tulane,,,,
2014,5,143,TB,Kadeem Edwards,OG,Tennessee State,,,,
2014,5,144,JAX,Telvin Smith,OLB,Florida State,,,,
2014,5,145,MIN,David Yankey,OG,Stanford,,,,
2014,5,146,DAL,Devin Street,WR,Pittsburgh,,,,
2014,5,147,ATL,Ricardo Allen,CB,Purdue,,,,
2014,5,148,CAR,Bene Benwikere,CB,San Jose State,,,,
2014,5,149,TB,Kevin Pamphile,OT,Purdue,,,,
2014,5,150,SF,Aaron Lynch,DE,South Florida,,,,
2014,5,151,TEN,Avery Williamson,ILB,Kentucky,,,,
2014,5,152,NYG,Nat Berhe,S,San Diego State,,,,
2014,5,153,BUF,Cyril Richardson,OG,Baylor,,,,
2014,5,154,NYJ,Jeremiah George,ILB,Iowa State,,,,
2014,5,155,MIA,Arthur Lynch,TE,Georgia,,,,
2014,5,156,DEN,Lamin Barrow,OLB,LSU,,,,
2014,5,157,PIT,Shaquille Richardson,CB,Arizona,,,,
2014,5,158,DET,Caraun Reid,DT,Princeton,,,,
2014,5,159,JAX,Chris Smith,DE,Arkansas,,,,
2014,5,160,ARI,Ed Stinson,DE,Alabama,,,,
2014,5,161,GB,Corey Linsley,,Ohio State,,,,
2014,5,162,PHI,Ed Reynolds,S,Stanford,,,,
2014,5,163,KC,Aaron Murray,QB,Georgia,,,,
2014,5,164,CIN,AJ McCarron,QB,Alabama,,,,
2014,5,165,,Ryan Carrethers,DT,Arkansas State,,,,
2014,5,166,IND,Jonathan Newsome,DE,Ball State,,,,
2014,5,167,NO,Vinnie Sunseri,S,Alabama,,,,
2014,5,168,ATL,Marquis Spruill,OLB,Syracuse,,,,
2014,5,169,NO,Ronald Powell,OLB,Florida,,,,
2014,5,170,SF,Keith Reaser,CB,Florida Atlantic,,,,
2014,5,171,MIA,Jordie Tripp,OLB,Montana,,,,
2014,5,172,SEA,Jimmy Staten,DT,Middle Tennessee,,,,
2014,5,173,PIT,Wesley Johnson,,Vanderbilt,,,,
2014,5,174,NYG,Devon Kennard,OLB,USC,,,,
2014,5,175,BAL,John Urschel,OG,Penn State,,,,
2014,5,176,GB,Jared Abbrederis,WR,Wisconsin,,,,
2014,6,177,HOU,Jeoffrey Pagan,DE,Alabama,,,,
2014,6,178,TEN,Zach Mettenberger,QB,LSU,,,,
2014,6,179,NE,Jon Halapio,OG,Florida,,,,
2014,6,180,SF,Kenneth Acker,CB,SMU,,,,
2014,6,181,HOU,Alfred Blue,RB,LSU,,,,
2014,6,182,MIN,Antone Exum,CB,Virginia Tech,,,,
2014,6,183,CHI,David Fales,QB,San Jose State,,,,
2014,6,184,MIN,Kendall James,CB,Maine,,,,
2014,6,185,TB,Robert Herron,WR,Wyoming,,,,
2014,6,186,,Lache Seastrunk,RB,Baylor,,,,
2014,6,187,NYG,Bennett Jackson,CB,Notre Dame,,,,
2014,6,188,,E.J. Gaines,CB,Missouri,,,,
2014,6,189,DET,TJ Jones,WR,Notre Dame,,,,
2014,6,190,MIA,Matt Hazel,WR,Coastal Carolina,,,,
2014,6,191,CHI,Pat O'Donnell,P,Miami,,,,
2014,6,192,PIT,Jordan Zumwalt,OLB,UCLA,,,,
2014,6,193,KC,Zach Fulton,OG,Tennessee,,,,
2014,6,194,BAL,Keith Wenning,QB,Ball State,,,,
2014,6,195,NYJ,Brandon Dixon,CB,Northwest Missouri State,,,,
2014,6,196,ARI,Walt Powell,WR,Murray State,,,,
2014,6,197,GB,Demetri Goodson,CB,Baylor,,,,
2014,6,198,NE,Zach Moore,DE,Concordia-St. Paul,,,,
2014,6,199,SEA,Garrett Scott,OT,Marshall,,,,
2014,6,200,KC,Laurent Duvernay-Tardif,OT,McGill,,,,
2014,6,201,,Marion Grice,RB,Arizona State,,,,
2014,6,202,NO,Tavon Rooks,OT,Kansas State,,,,
2014,6,203,IND,Andrew Jackson,ILB,Western Kentucky,,,,
2014,6,204,CAR,Tyler Gaffney,RB,Stanford,,,,
2014,6,205,JAX,Luke Bowanko,,Virginia,,,,
2014,6,206,NE,Jemea Thomas,S,Georgia Tech,,,,
2014,6,207,DEN,Matt Paradis,,Boise State,,,,
2014,6,208,SEA,Eric Pinkins,S,San Diego State,,,,
2014,6,209,NYJ,Quincy Enunwa,WR,Nebraska,,,,
2014,6,210,NYJ,IK Enemkpali,DE,Louisiana Tech,,,,
2014,6,211,HOU,Jay Prosch,FB,Auburn,,,,
2014,6,212,CIN,Marquis Flowers,OLB,Arizona,,,,
2014,6,213,NYJ,Tajh Boyd,QB,Clemson,,,,
2014,6,214,,Garrett Gilbert,QB,SMU,,,,
2014,6,215,PIT,Dan McCullers,DT,Tennessee,,,,
2014,7,216,HOU,Dre Hal,CB,Vanderbilt,,,,
2014,7,217,,Ted Bolser,TE,Indiana,,,,
2014,7,218,BAL,Michael Campanaro,WR,Wake Forest,,,,
2014,7,219,,T.J. Carrie,CB,Ohio,,,,
2014,7,220,MIN,Shamar Stephen,DT,Connecticut,,,,
2014,7,221,BUF,Randell Johnson,OLB,Florida Atlantic,,,,
2014,7,222,JAX,Storm Johnson,RB,UCF,,,,
2014,7,223,MIN,Brandon Watts,OLB,Georgia Tech,,,,
2014,7,224,PHI,Beau Allen,DT,Wisconsin,,,,
2014,7,225,MIN,Jabari Price,CB,North Carolina,,,,
2014,7,226,,Mitchell Van Dyk,OT,Portland State,,,,
2014,7,227,SEA,Kiero Small,FB,Arkansas,,,,
2014,7,228,,Zach Hocker,PK,Arkansas,,,,
2014,7,229,DET,Nate Freese,PK,Boston College,,,,
2014,7,230,PIT,Rob Blanchflower,TE,Massachusetts,,,,
2014,7,231,DAL,Ben Gardner,DE,Stanford,,,,
2014,7,232,IND,Ulrick John,OT,,,,,
2014,7,233,NYJ,Trevor Reilly,OLB,Utah,,,,
2014,7,234,MIA,Terrence Fede,DE,Marist,,,,
2014,7,235,,Shelby Harris,DE,Illinois State,,,,
2014,7,236,GB,Jeff Janis,WR,Saginaw Valley,,,,
2014,7,237,BUF,Seantrel Henderson,OT,Miami,,,,
2014,7,238,DAL,Will Smith,ILB,Texas Tech,,,,
2014,7,239,CIN,James Wright,WR,LSU,,,,
2014,7,240,,Tevin Reese,WR,Baylor,,,,
2014,7,241,,C.B. Bryant,S,Ohio State,,,,
2014,7,242,DEN,Corey Nelson,OLB,Oklahoma,,,,
2014,7,243,SF,Kaleb Ramsey,DT,Boston College,,,,
2014,7,244,NE,Jeremy Gallon,WR,Michigan,,,,
2014,7,245,SF,Trey Millard,FB,Oklahoma,,,,
2014,7,246,CHI,Charles Leno,OT,Boise State,,,,
2014,7,247,,Jonathan Dowling,CB,Western Kentucky,,,,
2014,7,248,DAL,Ahmad Dixon,S,Baylor,,,,
2014,7,249,,Michael Sam,DE,Missouri,,,,
2014,7,250,,Demetrius Rhaney,,Tennessee State,,,,
2014,7,251,DAL,Ken Bishop,DT,Northern Illinois,,,,
2014,7,252,CIN,Lavelle Westbrooks,CB,Georgia Southern,,,,
2014,7,253,ATL,Yawin Smallwood,ILB,Connecticut,,,,
2014,7,254,DAL,Terrance Mitchell,CB,Oregon,,,,
2014,7,255,ATL,Tyler Starr,OLB,South Dakota,,,,
2014,7,256,HOU,Lonnie Ballentine,S,Memphis,,,,
