player_name,team,position,signed_year,years,total_value,guaranteed,aav,cap_pct
Justin Tucker,Ravens,K,2012,3,1.44,0.0,0.48,0.4
Tyler Loop,Ravens,K,2025,4,4.444772,0.244772,1.111193,0.4
Jason Myers,NYJ/SEA,K,2018,1,0.705,0.0,0.705,0.4
Blake Grupe,Colts,K,2026,1,1.195,0.0,1.195,0.4
Riley Patterson,Lions,K,2022,1,0.825,0.0,0.825,0.4
Matt Ammendola,HOU/ARI,K,2022,1,0.825,0.0,0.825,0.4
Riley Patterson,Jaguars,K,2022,1,0.825,0.0,0.825,0.4
Sam Sloman,Steelers,K,2022,1,0.825,0.0,0.825,0.4
Tristan Vizcaino,Patriots,K,2022,1,0.825,0.0,0.825,0.4
Brian Johnson,Commanders,K,2022,1,0.825,0.0,0.825,0.4
Josh Lambo,Jaguars,K,2017,2,1.32,0.0,0.66,0.4
Rodrigo Blankenship,Colts,K,2020,3,2.305,0.02,0.768333,0.4
Jake Bates,Lions,K,2024,2,1.98,0.15,0.99,0.4
Cade York,Giants,K,2023,1,0.87,0.0,0.87,0.4
Cameron Dicker,Chargers,K,2023,1,0.87,0.0,0.87,0.4
Brandon McManus,Broncos,K,2016,2,0.6,0.0,0.6,0.4
Dominik Eberle,Raiders,K,2020,3,2.295,0.01,0.765,0.4
Cade York,WAS/CLE,K,2024,1,0.985,0.0,0.985,0.4
Cameron Dicker,Chargers,K,2024,1,0.985,0.0,0.985,0.4
Cade York,Bengals,K,2024,1,0.985,0.0,0.985,0.4
Tucker McCann,Titans,K,2020,3,2.29,5000.0,0.763333,0.4
Chase McLaughlin,JAX/NYJ/CLE,K,2020,2,1.525,0.0,0.7625,0.4
Matt Gay,Rams,K,2020,2,1.525,0.0,0.7625,0.4
Nick Vogel,Ravens,K,2020,3,2.287,2000.0,0.762333,0.4
Austin MacGinnis,Rams,K,2020,3,2.285,0.0,0.761667,0.4
Ramiz Ahmed,Bears,K,2020,3,2.285,0.0,0.761667,0.4
Lirim Hajrullahu,Rams,K,2020,3,2.285,0.0,0.761667,0.4
Brandon Wright,Jaguars,K,2020,3,2.285,0.0,0.761666,0.4
Chris Boswell,Texans,K,2014,3,1.533,3000.0,0.511,0.4
Chandler Catanzaro,Cardinals,K,2014,3,1.5315,1500.0,0.5105,0.4
Sergio Castillo,Falcons,K,2014,3,1.53,0.0,0.51,0.4
Daniel Carlson,Vikings,K,2018,4,2.708012,0.248012,0.677003,0.4
Anders Carlson,Jets,K,2024,2,1.945,0.0,0.9725,0.4
Chad Ryland,Cardinals,K,2024,2,1.945,0.0,0.9725,0.4
Trey Smack,Packers,K,2026,4,4.586532,0.206532,1.146633,0.4
Adam Vinatieri,Patriots,K,1996,2,0.31,1000.0,0.155,0.4
Cade York,Jets,K,2026,1,1.145,0.0,1.145,0.4
Daniel Carlson,Raiders,K,2020,1,0.75,0.0,0.75,0.4
Younghoe Koo,Falcons,K,2020,1,0.75,0.0,0.75,0.4
Jose Borregales,Buccaneers,K,2022,2,1.575,0.0,0.7875,0.4
Chris Naggar,Cowboys,K,2022,2,1.575,0.0,0.7875,0.4
Matt Gay,Buccaneers,K,2019,4,2.845772,0.325772,0.711443,0.4
Zane Gonzalez,Browns,K,2017,4,2.489168,0.089168,0.622292,0.4
Spencer Shrader,Colts,K,2024,3,2.85,0.02,0.95,0.4
Harrison Butker,Panthers,K,2017,4,2.483124,0.083124,0.620781,0.4
Jake Verity,Buccaneers,K,2023,2,1.665,0.0,0.8325,0.4
John Parker Romo,Lions,K,2023,2,1.665,0.0,0.8325,0.4
Brayden Narveson,GB/TEN,K,2024,3,2.835,5000.0,0.945,0.4
Harrison Mevis,Panthers,K,2024,3,2.833,3000.0,0.944333,0.4
James Turner,GB/DET,K,2024,3,2.8325,2500.0,0.944167,0.4
Jude McAtamney,Giants,K,2024,3,2.8325,0.01,0.944167,0.4
Charlie Smyth,Saints,K,2024,3,2.83,0.0,0.943333,0.4
Alex Hale,Packers,K,2024,3,2.83,0.0,0.943333,0.4
Austin Seibert,CIN/DET/CLE,K,2019,4,2.780456,0.260456,0.695114,0.4
Jake Moody,Commanders,K,2025,1,1.03,0.0,1.03,0.4
Blake Grupe,Colts,K,2025,1,1.03,0.0,1.03,0.4
Anders Carlson,Jets,K,2025,1,1.03,0.0,1.03,0.4
Chris Boswell,Steelers,K,2017,1,0.615,0.0,0.615,0.4
Kyle Brindza,Buccaneers,K,2015,3,1.5825,7500.0,0.5275,0.4
Josh Lambo,Chargers,K,2015,3,1.58,5000.0,0.526667,0.4
Zach Hocker,Bengals,K,2016,2,1.14,0.0,0.57,0.4
Kyle Brindza,Jets,K,2016,2,1.14,0.0,0.57,0.4
Jason Myers,Jaguars,K,2015,3,1.575,0.0,0.525,0.4
Andrew Franks,Dolphins,K,2015,3,1.575,0.0,0.525,0.4
John Parker Romo,Falcons,K,2025,2,2.035,0.0,1.0175,0.4
Dominik Eberle,LV/CAR,K,2021,1,0.66,0.0,0.66,0.4
Brian Johnson,WAS/NO,K,2021,1,0.66,0.0,0.66,0.4
Elliott Fry,Falcons,K,2021,1,0.66,0.0,0.66,0.4
Lirim Hajrullahu,Panthers,K,2021,1,0.66,0.0,0.66,0.4
Riley Patterson,Lions,K,2021,1,0.66,0.0,0.66,0.4
Dominik Eberle,Raiders,K,2021,1,0.66,0.0,0.66,0.4
Chris Blewitt,Commanders,K,2021,1,0.66,0.0,0.66,0.4
Justin Rohrwasser,Patriots,K,2021,1,0.66,0.0,0.66,0.4
Jason Sanders,Dolphins,K,2018,4,2.5512,0.0912,0.6378,0.4
Lucas Havrisik,Browns,K,2024,1,0.915,0.0,0.915,0.4
Joshua Karty,Cardinals,K,2026,1,1.075,0.0,1.075,0.4
Jake Bates,Lions,K,2026,1,1.075,0.0,1.075,0.4
Lucas Havrisik,Packers,K,2026,1,1.075,0.0,1.075,0.4
Ben Sauls,Steelers,K,2025,3,2.985,0.02,0.995,0.4
Maddux Trujillo,Colts,K,2025,3,2.9825,0.0675,0.994167,0.4
Ryan Fitzgerald,Panthers,K,2025,3,2.98,0.145,0.993333,0.4
Caden Davis,Jets,K,2025,3,2.975,0.035,0.991667,0.4
Lenny Krieg,Falcons,K,2025,3,2.975,0.01,0.991667,0.4
Ryan Coe,Buccaneers,K,2025,3,2.97,5000.0,0.99,0.4
Jonathan Kim,Bears,K,2025,3,2.97,5000.0,0.99,0.4
Mark McNamee,Packers,K,2025,3,2.965,0.0,0.988333,0.4
John Hoyland,Ravens,K,2025,3,2.965,0.0,0.988333,0.4
Charlie Smyth,Saints,K,2025,3,2.965,0.0,0.988333,0.4
John Parker Romo,Patriots,K,2025,1,0.985,0.0,0.985,0.4
Sergio Castillo,Jets,K,2020,2,1.39,0.0,0.695,0.4
Travis Coons,Chargers,K,2017,2,1.17,0.0,0.585,0.4
Ka'imi Fairbairn,Texans,K,2016,3,1.6275,7500.0,0.5425,0.3
