player_name,espn_id,team,position,season,category,fetched_at,GP,BIG,YDS/G,FUM,LST,FD,RUSH_YDS,RUSH_TD,RUSH_AVG,CAR,RUSH_LNG
J.K. Dobbins,4241985,BAL,RB,2022,rushing,2026-07-03T11:41:21.722856,8.0,4.0,65.0,0.0,0.0,26.0,520.0,2.0,5.7,92.0,44.0
James Cook III,4379399,BUF,RB,2022,rushing,2026-07-03T11:41:21.722856,16.0,6.0,31.7,1.0,1.0,24.0,507.0,2.0,5.7,89.0,33.0
Kenyan Drake,2979843,BAL,RB,2022,rushing,2026-07-03T11:41:21.722856,12.0,5.0,40.2,1.0,0.0,21.0,482.0,4.0,4.4,109.0,40.0
Rachaad White,4697815,TB,RB,2022,rushing,2026-07-03T11:41:21.722856,17.0,2.0,28.3,1.0,1.0,27.0,481.0,1.0,3.7,129.0,35.0
Kareem Hunt,3059915,CLE,RB,2022,rushing,2026-07-03T11:41:21.722856,17.0,2.0,27.5,1.0,0.0,30.0,468.0,3.0,3.8,123.0,24.0
Chuba Hubbard,4241416,CAR,RB,2022,rushing,2026-07-03T11:41:21.722856,15.0,3.0,31.1,0.0,0.0,23.0,466.0,2.0,4.9,95.0,35.0
Breece Hall,4427366,NYJ,RB,2022,rushing,2026-07-03T11:41:21.722856,7.0,3.0,66.1,0.0,0.0,20.0,463.0,4.0,5.8,80.0,62.0
Damien Harris,3925347,NE,RB,2022,rushing,2026-07-03T11:41:21.722856,11.0,2.0,42.0,0.0,0.0,23.0,462.0,3.0,4.4,106.0,30.0
Zack Moss,4035676,IND/BUF,RB,2022,rushing,2026-07-03T11:41:21.722856,13.0,2.0,35.1,1.0,1.0,18.0,456.0,1.0,4.9,93.0,43.0
Marcus Mariota,2576980,ATL,QB,2022,rushing,2026-07-03T11:41:21.722856,13.0,4.0,33.7,5.0,2.0,30.0,438.0,4.0,5.2,85.0,30.0
Gus Edwards,3051926,BAL,RB,2022,rushing,2026-07-03T11:41:21.722856,9.0,3.0,48.1,1.0,1.0,30.0,433.0,3.0,5.0,87.0,37.0
James Robinson,4052042,JAX/NYJ,RB,2022,rushing,2026-07-03T11:41:21.722856,11.0,4.0,38.6,1.0,0.0,22.0,425.0,3.0,3.9,110.0,50.0
Kyler Murray,3917315,ARI,QB,2022,rushing,2026-07-03T11:41:21.722856,11.0,3.0,38.0,6.0,2.0,23.0,418.0,3.0,6.2,67.0,42.0
Michael Carter,4240657,NYJ,RB,2022,rushing,2026-07-03T11:41:21.722856,16.0,3.0,25.1,1.0,1.0,14.0,402.0,3.0,3.5,114.0,25.0
Samaje Perine,3116389,CIN,RB,2022,rushing,2026-07-03T11:41:21.722856,16.0,1.0,24.6,0.0,0.0,19.0,394.0,2.0,4.1,95.0,29.0
Jaylen Warren,4569987,PIT,RB,2022,rushing,2026-07-03T11:41:21.722856,16.0,3.0,23.7,1.0,0.0,20.0,379.0,1.0,4.9,77.0,31.0
Geno Smith,15864,SEA,QB,2022,rushing,2026-07-03T11:41:21.722856,17.0,2.0,21.5,3.0,2.0,24.0,366.0,1.0,5.4,68.0,25.0
Caleb Huntley,4244732,ATL,RB,2022,rushing,2026-07-03T11:41:21.722856,12.0,2.0,30.5,1.0,0.0,18.0,366.0,1.0,4.8,76.0,30.0
Patrick Mahomes,3139477,KC,QB,2022,rushing,2026-07-03T11:41:21.722856,17.0,1.0,21.1,5.0,0.0,25.0,358.0,4.0,5.9,61.0,20.0
Rashaad Penny,3139925,SEA,RB,2022,rushing,2026-07-03T11:41:21.722856,5.0,5.0,69.2,1.0,0.0,15.0,346.0,2.0,6.1,57.0,41.0
Melvin Gordon III,2576434,DEN,RB,2022,rushing,2026-07-03T11:41:21.722856,10.0,0.0,31.8,4.0,2.0,15.0,318.0,2.0,3.5,90.0,17.0
Eno Benjamin,4242873,ARI/HOU/NO,RB,2022,rushing,2026-07-03T11:41:21.722856,15.0,1.0,20.9,0.0,0.0,14.0,313.0,2.0,4.1,77.0,45.0
Clyde Edwards-Helaire,4242214,KC,RB,2022,rushing,2026-07-03T11:41:21.722856,10.0,2.0,30.2,0.0,0.0,15.0,302.0,3.0,4.3,71.0,52.0
Bam Knight,4427728,NYJ,RB,2022,rushing,2026-07-03T11:41:21.722856,7.0,1.0,42.9,1.0,0.0,14.0,300.0,1.0,3.5,85.0,48.0
Jerick McKinnon,16782,KC,RB,2022,rushing,2026-07-03T11:41:21.722856,17.0,2.0,17.1,0.0,0.0,12.0,291.0,1.0,4.0,72.0,30.0
Trevor Lawrence,4360310,JAX,QB,2022,rushing,2026-07-03T11:41:21.722856,17.0,1.0,17.1,5.0,4.0,27.0,291.0,5.0,4.7,62.0,24.0
Joshua Kelley,3910544,LAC,RB,2022,rushing,2026-07-03T11:41:21.722856,13.0,1.0,22.1,0.0,0.0,16.0,287.0,2.0,4.2,69.0,22.0
Darrell Henderson Jr.,4039359,LAR,RB,2022,rushing,2026-07-03T11:41:21.722856,10.0,1.0,28.3,0.0,0.0,14.0,283.0,3.0,4.0,70.0,23.0
Alexander Mattison,4048244,MIN,RB,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,16.6,0.0,0.0,21.0,283.0,5.0,3.8,74.0,15.0
Elijah Mitchell,4241555,SF,RB,2022,rushing,2026-07-03T11:41:21.722856,5.0,1.0,55.8,0.0,0.0,15.0,279.0,2.0,6.2,45.0,37.0
Russell Wilson,14881,DEN,QB,2022,rushing,2026-07-03T11:41:21.722856,15.0,0.0,18.5,2.0,0.0,21.0,277.0,3.0,5.0,55.0,19.0
Justice Hill,4038441,BAL,RB,2022,rushing,2026-07-03T11:41:21.722856,15.0,1.0,17.5,1.0,1.0,15.0,262.0,0.0,5.3,49.0,34.0
Jordan Mason,4360569,SF,RB,2022,rushing,2026-07-03T11:41:21.722856,16.0,1.0,16.1,0.0,0.0,10.0,258.0,1.0,6.0,43.0,55.0
Joe Burrow,3915511,CIN,QB,2022,rushing,2026-07-03T11:41:21.722856,16.0,2.0,16.1,0.0,0.0,27.0,257.0,5.0,3.4,75.0,23.0
Chase Edmonds,3119195,MIA/DEN,RB,2022,rushing,2026-07-03T11:41:21.722856,13.0,3.0,18.8,0.0,0.0,8.0,245.0,2.0,3.6,68.0,28.0
Jacoby Brissett,2578570,CLE,QB,2022,rushing,2026-07-03T11:41:21.722856,16.0,3.0,15.2,1.0,1.0,28.0,243.0,2.0,5.0,49.0,22.0
Kenny Gainwell,4371733,PHI,RB,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,14.1,0.0,0.0,17.0,240.0,4.0,4.5,53.0,13.0
Kenny Pickett,4240703,PIT,QB,2022,rushing,2026-07-03T11:41:21.722856,13.0,1.0,18.2,3.0,0.0,23.0,237.0,3.0,4.3,55.0,23.0
Deon Jackson,4240455,IND,RB,2022,rushing,2026-07-03T11:41:21.722856,16.0,0.0,14.8,1.0,1.0,13.0,236.0,1.0,3.5,68.0,17.0
Mark Ingram II,13981,NO,RB,2022,rushing,2026-07-03T11:41:21.722856,10.0,0.0,23.3,1.0,1.0,12.0,233.0,1.0,3.8,62.0,14.0
Deebo Samuel,3126486,SF,WR,2022,rushing,2026-07-03T11:41:21.722856,13.0,3.0,17.8,3.0,2.0,8.0,232.0,3.0,5.5,42.0,51.0
Matt Breida,3049916,NYG,RB,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,12.9,0.0,0.0,13.0,220.0,1.0,4.1,54.0,18.0
Boston Scott,3051439,PHI,RB,2022,rushing,2026-07-03T11:41:21.722856,15.0,1.0,14.5,0.0,0.0,12.0,217.0,3.0,4.0,54.0,21.0
Javonte Williams,4361579,DEN,RB,2022,rushing,2026-07-03T11:41:21.722856,4.0,0.0,51.0,1.0,1.0,9.0,204.0,0.0,4.3,47.0,17.0
JaMycal Hasty,3928925,JAX,RB,2022,rushing,2026-07-03T11:41:21.722856,17.0,1.0,11.4,0.0,0.0,7.0,194.0,2.0,4.2,46.0,61.0
Curtis Samuel,3121427,WSH,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,2.0,11.0,1.0,1.0,11.0,187.0,1.0,4.9,38.0,21.0
DeeJay Dallas,4240631,SEA,RB,2022,rushing,2026-07-03T11:41:21.722856,15.0,1.0,12.4,0.0,0.0,9.0,186.0,0.0,5.3,35.0,27.0
Dak Prescott,2577417,DAL,QB,2022,rushing,2026-07-03T11:41:21.722856,12.0,1.0,15.2,2.0,1.0,19.0,182.0,1.0,4.0,45.0,25.0
Deshaun Watson,3122840,CLE,QB,2022,rushing,2026-07-03T11:41:21.722856,6.0,2.0,29.2,1.0,0.0,10.0,175.0,1.0,4.9,36.0,21.0
Justin Jackson,3116136,DET,RB,2022,rushing,2026-07-03T11:41:21.722856,16.0,1.0,10.6,0.0,0.0,8.0,170.0,1.0,4.0,42.0,27.0
Malik Davis,4240603,DAL,RB,2022,rushing,2026-07-03T11:41:21.722856,12.0,2.0,13.4,0.0,0.0,6.0,161.0,1.0,4.2,38.0,23.0
Ty Johnson,3915411,NYJ,RB,2022,rushing,2026-07-03T11:41:21.722856,17.0,2.0,9.4,0.0,0.0,5.0,160.0,1.0,5.3,30.0,32.0
Jonathan Williams,2980077,WSH,RB,2022,rushing,2026-07-03T11:41:21.722856,13.0,1.0,11.7,0.0,0.0,6.0,152.0,0.0,4.1,37.0,23.0
Justin Herbert,4038941,LAC,QB,2022,rushing,2026-07-03T11:41:21.722856,17.0,1.0,8.6,4.0,0.0,17.0,147.0,0.0,2.7,54.0,23.0
Dontrell Hilliard,3126246,TEN,RB,2022,rushing,2026-07-03T11:41:21.722856,12.0,2.0,12.1,0.0,0.0,4.0,145.0,0.0,6.6,22.0,30.0
Gary Brightwell,4245645,NYG,RB,2022,rushing,2026-07-03T11:41:21.722856,17.0,1.0,8.3,0.0,0.0,9.0,141.0,1.0,4.5,31.0,25.0
Kyren Williams,4430737,LAR,RB,2022,rushing,2026-07-03T11:41:21.722856,10.0,0.0,13.9,0.0,0.0,6.0,139.0,0.0,4.0,35.0,17.0
Tyler Huntley,4035671,BAL,QB,2022,rushing,2026-07-03T11:41:21.722856,6.0,0.0,22.8,3.0,0.0,12.0,137.0,1.0,3.2,43.0,14.0
Dare Ogunbowale,2983509,HOU,RB,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,7.2,0.0,0.0,10.0,123.0,1.0,2.9,42.0,11.0
Malik Willis,4242512,TEN,QB,2022,rushing,2026-07-03T11:41:21.722856,8.0,0.0,15.4,3.0,2.0,8.0,123.0,1.0,4.6,27.0,17.0
Royce Freeman,3122672,HOU,RB,2022,rushing,2026-07-03T11:41:21.722856,4.0,0.0,29.3,1.0,1.0,7.0,117.0,0.0,2.9,41.0,11.0
Avery Williams,4048259,ATL,CB,2022,rushing,2026-07-03T11:41:21.722856,17.0,1.0,6.4,0.0,0.0,6.0,109.0,1.0,5.0,22.0,21.0
Davis Mills,4242546,HOU,QB,2022,rushing,2026-07-03T11:41:21.722856,15.0,0.0,7.2,3.0,1.0,8.0,108.0,2.0,3.4,32.0,17.0
Sony Michel,3128721,LAC,RB,2022,rushing,2026-07-03T11:41:21.722856,10.0,0.0,10.6,0.0,0.0,8.0,106.0,0.0,2.9,36.0,12.0
Sam Darnold,3912547,CAR,QB,2022,rushing,2026-07-03T11:41:21.722856,6.0,1.0,17.7,5.0,1.0,10.0,106.0,2.0,4.1,26.0,26.0
Velus Jones Jr.,4035693,CHI,WR,2022,rushing,2026-07-03T11:41:21.722856,12.0,1.0,8.6,1.0,1.0,5.0,103.0,1.0,11.4,9.0,42.0
Derek Carr,16757,LV,QB,2022,rushing,2026-07-03T11:41:21.722856,15.0,1.0,6.8,1.0,0.0,10.0,102.0,0.0,4.3,24.0,20.0
Darrel Williams,3115375,ARI,RB,2022,rushing,2026-07-03T11:41:21.722856,6.0,1.0,17.0,0.0,0.0,8.0,102.0,1.0,4.9,21.0,30.0
Mike Boone,3139033,DEN,RB,2022,rushing,2026-07-03T11:41:21.722856,9.0,0.0,11.3,0.0,0.0,6.0,102.0,0.0,4.3,24.0,18.0
Mac Jones,4241464,NE,QB,2022,rushing,2026-07-03T11:41:21.722856,14.0,0.0,7.3,3.0,0.0,12.0,102.0,1.0,2.2,47.0,15.0
Zach Wilson,4361259,NYJ,QB,2022,rushing,2026-07-03T11:41:21.722856,9.0,0.0,11.3,0.0,0.0,7.0,102.0,1.0,3.6,28.0,18.0
Craig Reynolds,4421446,DET,RB,2022,rushing,2026-07-03T11:41:21.722856,9.0,1.0,11.3,0.0,0.0,4.0,102.0,0.0,4.4,23.0,21.0
Pierre Strong Jr.,4249836,NE,RB,2022,rushing,2026-07-03T11:41:21.722856,15.0,1.0,6.7,0.0,0.0,5.0,100.0,1.0,10.0,10.0,44.0
Tyrion Davis-Price,4426475,SF,RB,2022,rushing,2026-07-03T11:41:21.722856,6.0,1.0,16.5,0.0,0.0,5.0,99.0,0.0,2.9,34.0,20.0
Ryan Tannehill,14876,TEN,QB,2022,rushing,2026-07-03T11:41:21.722856,12.0,0.0,8.2,1.0,1.0,12.0,98.0,2.0,2.9,34.0,17.0
Kirk Cousins,14880,MIN,QB,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,5.7,2.0,0.0,11.0,97.0,2.0,3.1,31.0,19.0
Taylor Heinicke,2565969,WSH,QB,2022,rushing,2026-07-03T11:41:21.722856,9.0,0.0,10.7,1.0,0.0,6.0,96.0,1.0,3.4,28.0,15.0
J.D. McKissic,2572861,WSH,RB,2022,rushing,2026-07-03T11:41:21.722856,8.0,1.0,11.9,0.0,0.0,5.0,95.0,0.0,4.3,22.0,33.0
Amon-Ra St. Brown,4374302,DET,WR,2022,rushing,2026-07-03T11:41:21.722856,16.0,1.0,5.9,0.0,0.0,3.0,95.0,0.0,10.6,9.0,58.0
Aaron Rodgers,8439,GB,QB,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,5.5,3.0,2.0,9.0,94.0,1.0,2.8,34.0,18.0
Hassan Haskins,4372071,TEN,RB,2022,rushing,2026-07-03T11:41:21.722856,15.0,0.0,6.2,0.0,0.0,5.0,93.0,0.0,3.7,25.0,12.0
Braxton Berrios,3123075,NYJ,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,2.0,5.4,0.0,0.0,5.0,91.0,2.0,10.1,9.0,25.0
Bryce Perkins,3675812,LAR,QB,2022,rushing,2026-07-03T11:41:21.722856,5.0,1.0,18.0,0.0,0.0,6.0,90.0,0.0,4.7,19.0,23.0
Benny Snell Jr.,4035072,PIT,RB,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,5.3,0.0,0.0,6.0,90.0,1.0,4.5,20.0,16.0
Baker Mayfield,3052587,LAR/CAR,QB,2022,rushing,2026-07-03T11:41:21.722856,12.0,0.0,7.4,6.0,1.0,7.0,89.0,1.0,2.9,31.0,17.0
Sam Ehlinger,4241820,IND,QB,2022,rushing,2026-07-03T11:41:21.722856,4.0,0.0,21.8,1.0,0.0,5.0,87.0,0.0,5.1,17.0,19.0
Carson Wentz,2573079,WSH,QB,2022,rushing,2026-07-03T11:41:21.722856,8.0,0.0,10.8,3.0,0.0,4.0,86.0,1.0,3.9,22.0,18.0
Jamal Agnew,3061612,JAX,WR,2022,rushing,2026-07-03T11:41:21.722856,15.0,1.0,5.7,0.0,0.0,6.0,86.0,0.0,7.2,12.0,30.0
Marlon Mack,3139605,SF/DEN,RB,2022,rushing,2026-07-03T11:41:21.722856,8.0,0.0,10.5,0.0,0.0,4.0,84.0,1.0,5.3,16.0,17.0
Jarrett Stidham,3892775,LV,QB,2022,rushing,2026-07-03T11:41:21.722856,5.0,0.0,16.8,1.0,0.0,7.0,84.0,0.0,6.0,14.0,11.0
Devin Duvernay,4039050,BAL,WR,2022,rushing,2026-07-03T11:41:21.722856,14.0,0.0,6.0,0.0,0.0,8.0,84.0,1.0,7.0,12.0,18.0
Kadarius Toney,4240600,KC/NYG,WR,2022,rushing,2026-07-03T11:41:21.722856,9.0,1.0,9.1,0.0,0.0,5.0,82.0,1.0,11.7,7.0,32.0
Malcolm Brown,2570986,LAR,RB,2022,rushing,2026-07-03T11:41:21.722856,11.0,1.0,7.4,0.0,0.0,3.0,81.0,1.0,4.5,18.0,23.0
Rex Burkhead,15971,HOU,RB,2022,rushing,2026-07-03T11:41:21.722856,16.0,0.0,5.0,0.0,0.0,4.0,80.0,0.0,3.1,26.0,9.0
Brandon Powell,3115255,LAR,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,1.0,4.7,0.0,0.0,6.0,80.0,0.0,4.7,17.0,20.0
Christian Watson,4248528,GB,WR,2022,rushing,2026-07-03T11:41:21.722856,14.0,1.0,5.7,0.0,0.0,2.0,80.0,2.0,11.4,7.0,46.0
Ray-Ray McCloud III,3728262,SF,WR,2022,rushing,2026-07-03T11:41:21.722856,17.0,1.0,4.6,0.0,0.0,1.0,78.0,1.0,19.5,4.0,71.0
Jaret Patterson,4362452,WSH,RB,2022,rushing,2026-07-03T11:41:21.722856,3.0,0.0,26.0,0.0,0.0,3.0,78.0,0.0,4.6,17.0,14.0
Raheem Blackshear,4259308,CAR,RB,2022,rushing,2026-07-03T11:41:21.722856,13.0,0.0,5.9,0.0,0.0,7.0,77.0,3.0,3.3,23.0,16.0
Jeff Driskel,2574630,HOU,QB,2022,rushing,2026-07-03T11:41:21.722856,7.0,0.0,10.7,0.0,0.0,4.0,75.0,0.0,3.8,20.0,10.0
Travis Homer,4037457,SEA,RB,2022,rushing,2026-07-03T11:41:21.722856,10.0,0.0,7.4,0.0,0.0,4.0,74.0,0.0,3.9,19.0,16.0
Jared Goff,3046779,DET,QB,2022,rushing,2026-07-03T11:41:21.722856,17.0,0.0,4.3,3.0,1.0,5.0,73.0,0.0,2.5,29.0,14.0
Matt Ryan,11237,IND,QB,2022,rushing,2026-07-03T11:41:21.722856,12.0,1.0,5.8,4.0,2.0,9.0,70.0,1.0,2.6,27.0,39.0
Tyrod Taylor,14163,NYG,QB,2022,rushing,2026-07-03T11:41:21.722856,3.0,1.0,23.3,1.0,0.0,5.0,70.0,0.0,14.0,5.0,32.0
Ronald Jones,3912550,KC,RB,2022,rushing,2026-07-03T11:41:21.722856,6.0,0.0,11.7,0.0,0.0,4.0,70.0,1.0,4.1,17.0,13.0
Steven Sims,3917960,PIT,WR,2022,rushing,2026-07-03T11:41:21.722856,12.0,1.0,5.8,0.0,0.0,5.0,70.0,0.0,5.4,13.0,22.0
Tua Tagovailoa,4241479,MIA,QB,2022,rushing,2026-07-03T11:41:21.722856,13.0,0.0,5.4,2.0,0.0,4.0,70.0,0.0,2.9,24.0,18.0
Zamir White,4361777,LV,RB,2022,rushing,2026-07-03T11:41:21.722856,14.0,1.0,5.0,0.0,0.0,4.0,70.0,0.0,4.1,17.0,22.0
Trey Lance,4383351,SF,QB,2022,rushing,2026-07-03T11:41:21.722856,2.0,0.0,33.5,1.0,0.0,7.0,67.0,0.0,4.2,16.0,13.0
Brandon Bolden,15478,LV,RB,2022,rushing,2026-07-03T11:41:21.722856,16.0,0.0,4.1,0.0,0.0,3.0,66.0,0.0,3.9,17.0,12.0
Laviska Shenault Jr.,4243160,CAR,WR,2022,rushing,2026-07-03T11:41:21.722856,13.0,1.0,5.0,0.0,0.0,1.0,65.0,1.0,7.2,9.0,41.0
Darrynton Evans,4036431,CHI,RB,2022,rushing,2026-07-03T11:41:21.722856,6.0,1.0,10.7,0.0,0.0,3.0,64.0,0.0,4.6,14.0,21.0
Desmond Ridder,4239086,ATL,QB,2022,rushing,2026-07-03T11:41:21.722856,4.0,0.0,16.0,2.0,1.0,4.0,64.0,0.0,4.0,16.0,18.0
Salvon Ahmed,4243315,MIA,RB,2022,rushing,2026-07-03T11:41:21.722856,12.0,0.0,5.3,0.0,0.0,4.0,64.0,1.0,5.3,12.0,11.0
Trace McSorley,3116172,ARI,QB,2022,rushing,2026-07-03T11:41:21.722856,6.0,0.0,10.2,1.0,1.0,3.0,61.0,0.0,4.1,15.0,14.0
Keaontay Ingram,4362087,ARI,RB,2022,rushing,2026-07-03T11:41:21.722856,12.0,0.0,5.0,0.0,0.0,4.0,60.0,1.0,2.2,27.0,13.0
