player_name,espn_id,team,position,season,category,fetched_at,GP,REC,TGTS,BIG,YDS/G,FUM,LST,YAC,FD,REC_YDS,REC_TD,REC_AVG,REC_LNG
Tyler Lockett,2577327,SEA,WR,2024,receiving,2026-07-03T11:28:11.795543,17.0,49.0,74.0,7.0,35.3,0.0,0.0,134.0,36.0,600.0,2.0,12.2,37.0
Cade Otton,4243331,TB,TE,2024,receiving,2026-07-03T11:28:11.795543,14.0,59.0,87.0,7.0,42.9,1.0,1.0,311.0,31.0,600.0,4.0,10.2,44.0
De'Von Achane,4429160,MIA,RB,2024,receiving,2026-07-03T11:28:11.795543,17.0,78.0,87.0,3.0,34.8,1.0,0.0,665.0,30.0,592.0,6.0,7.6,39.0
Kayshon Boutte,4429022,NE,WR,2024,receiving,2026-07-03T11:28:11.795543,15.0,43.0,68.0,11.0,39.3,0.0,0.0,150.0,25.0,589.0,3.0,13.7,48.0
Joshua Palmer,4242433,LAC,WR,2024,receiving,2026-07-03T11:28:11.795543,15.0,39.0,65.0,10.0,38.9,0.0,0.0,101.0,28.0,584.0,1.0,15.0,45.0
Chris Godwin Jr.,3116165,TB,WR,2024,receiving,2026-07-03T11:28:11.795543,7.0,50.0,62.0,7.0,82.3,1.0,0.0,350.0,33.0,576.0,5.0,11.5,55.0
Darius Slayton,3916945,NYG,WR,2024,receiving,2026-07-03T11:28:11.795543,16.0,39.0,71.0,9.0,35.8,0.0,0.0,124.0,30.0,573.0,2.0,14.7,43.0
Tutu Atwell,4360797,LAR,WR,2024,receiving,2026-07-03T11:28:11.795543,17.0,42.0,62.0,10.0,33.1,0.0,0.0,126.0,29.0,562.0,0.0,13.4,50.0
Keon Coleman,4635008,BUF,WR,2024,receiving,2026-07-03T11:28:11.795543,13.0,29.0,57.0,12.0,42.8,0.0,0.0,215.0,22.0,556.0,4.0,19.2,64.0
Juwan Johnson,3929645,NO,TE,2024,receiving,2026-07-03T11:28:11.795543,17.0,50.0,66.0,8.0,32.2,2.0,0.0,212.0,27.0,548.0,3.0,11.0,30.0
Calvin Austin III,4243389,PIT,WR,2024,receiving,2026-07-03T11:28:11.795543,17.0,36.0,58.0,10.0,32.2,0.0,0.0,152.0,18.0,548.0,4.0,15.2,55.0
Michael Wilson,4360761,ARI,WR,2024,receiving,2026-07-03T11:28:11.795543,16.0,47.0,71.0,10.0,34.3,1.0,1.0,130.0,27.0,548.0,4.0,11.7,41.0
Amari Cooper,2976499,BUF/CLE,WR,2024,receiving,2026-07-03T11:28:11.795543,14.0,44.0,85.0,8.0,39.1,0.0,0.0,111.0,24.0,547.0,4.0,12.4,30.0
Alvin Kamara,3054850,NO,RB,2024,receiving,2026-07-03T11:28:11.795543,14.0,68.0,89.0,7.0,38.8,1.0,0.0,542.0,18.0,543.0,2.0,8.0,57.0
Tre Tucker,4428718,LV,WR,2024,receiving,2026-07-03T11:28:11.795543,17.0,47.0,81.0,6.0,31.7,0.0,0.0,208.0,24.0,539.0,3.0,11.5,58.0
Elijah Moore,4372414,CLE,WR,2024,receiving,2026-07-03T11:28:11.795543,17.0,61.0,102.0,5.0,31.6,0.0,0.0,133.0,25.0,538.0,1.0,8.8,44.0
Dalton Schultz,3117256,HOU,TE,2024,receiving,2026-07-03T11:28:11.795543,17.0,53.0,85.0,5.0,31.3,0.0,0.0,214.0,26.0,532.0,2.0,10.0,32.0
Allen Lazard,3128390,NYJ,WR,2024,receiving,2026-07-03T11:28:11.795543,12.0,37.0,60.0,8.0,44.2,0.0,0.0,155.0,29.0,530.0,6.0,14.3,52.0
Jahmyr Gibbs,4429795,DET,RB,2024,receiving,2026-07-03T11:28:11.795543,17.0,52.0,63.0,6.0,30.4,1.0,1.0,588.0,26.0,517.0,4.0,9.9,54.0
Olamide Zaccheaus,3917914,WSH,WR,2024,receiving,2026-07-03T11:28:11.795543,17.0,45.0,64.0,5.0,29.8,0.0,0.0,284.0,26.0,506.0,3.0,11.2,49.0
Demarcus Robinson,3043116,LAR,WR,2024,receiving,2026-07-03T11:28:11.795543,17.0,31.0,64.0,9.0,29.7,0.0,0.0,71.0,27.0,505.0,7.0,16.3,46.0
David Njoku,3123076,CLE,TE,2024,receiving,2026-07-03T11:28:11.795543,11.0,64.0,97.0,4.0,45.9,0.0,0.0,251.0,23.0,505.0,5.0,7.9,29.0
Marvin Mims Jr.,4686472,DEN,WR,2024,receiving,2026-07-03T11:28:11.795543,17.0,39.0,52.0,7.0,29.6,1.0,0.0,477.0,14.0,503.0,6.0,12.9,93.0
Noah Fant,4036131,SEA,TE,2024,receiving,2026-07-03T11:28:11.795543,14.0,48.0,64.0,3.0,35.7,0.0,0.0,277.0,25.0,500.0,1.0,10.4,32.0
Nick Westbrook-Ikhine,3929785,TEN,WR,2024,receiving,2026-07-03T11:28:11.795543,17.0,32.0,60.0,4.0,29.2,0.0,0.0,124.0,25.0,497.0,9.0,15.5,98.0
Xavier Legette,4430034,CAR,WR,2024,receiving,2026-07-03T11:28:11.795543,16.0,49.0,84.0,7.0,31.1,0.0,0.0,112.0,27.0,497.0,4.0,10.1,35.0
Stefon Diggs,2976212,HOU,WR,2024,receiving,2026-07-03T11:28:11.795543,8.0,47.0,64.0,5.0,62.0,0.0,0.0,185.0,31.0,496.0,3.0,10.6,49.0
Dallas Goedert,3121023,PHI,TE,2024,receiving,2026-07-03T11:28:11.795543,10.0,42.0,52.0,6.0,49.6,2.0,0.0,257.0,20.0,496.0,2.0,11.8,61.0
Jake Ferguson,4242355,DAL,TE,2024,receiving,2026-07-03T11:28:11.795543,14.0,59.0,86.0,6.0,35.3,4.0,2.0,309.0,18.0,494.0,0.0,8.4,27.0
Breece Hall,4427366,NYJ,RB,2024,receiving,2026-07-03T11:28:11.795543,16.0,57.0,76.0,5.0,30.2,0.0,0.0,496.0,15.0,483.0,3.0,8.5,57.0
Will Dissly,3127292,LAC,TE,2024,receiving,2026-07-03T11:28:11.795543,15.0,50.0,64.0,5.0,32.1,0.0,0.0,303.0,24.0,481.0,2.0,9.6,29.0
Chig Okonkwo,4360635,TEN,TE,2024,receiving,2026-07-03T11:28:11.795543,17.0,52.0,70.0,4.0,28.2,2.0,1.0,249.0,19.0,479.0,2.0,9.2,70.0
Andrei Iosivas,4368003,CIN,WR,2024,receiving,2026-07-03T11:28:11.795543,17.0,36.0,61.0,7.0,28.2,0.0,0.0,67.0,26.0,479.0,6.0,13.3,39.0
Jalen Coker,4695883,CAR,WR,2024,receiving,2026-07-03T11:28:11.795543,11.0,32.0,46.0,6.0,43.5,0.0,0.0,171.0,23.0,478.0,2.0,14.9,83.0
Isaiah Likely,4361050,BAL,TE,2024,receiving,2026-07-03T11:28:11.795543,16.0,42.0,58.0,4.0,29.8,1.0,1.0,256.0,26.0,477.0,6.0,11.4,49.0
Austin Hooper,3043275,NE,TE,2024,receiving,2026-07-03T11:28:11.795543,17.0,45.0,59.0,5.0,28.0,2.0,1.0,225.0,25.0,476.0,3.0,10.6,38.0
Devaughn Vele,4569559,DEN,WR,2024,receiving,2026-07-03T11:28:11.795543,13.0,41.0,55.0,7.0,36.5,0.0,0.0,127.0,26.0,475.0,3.0,11.6,37.0
Cole Kmet,4258595,CHI,TE,2024,receiving,2026-07-03T11:28:11.795543,17.0,47.0,55.0,7.0,27.9,0.0,0.0,181.0,25.0,474.0,4.0,10.1,31.0
Jalen McMillan,4430834,TB,WR,2024,receiving,2026-07-03T11:28:11.795543,13.0,37.0,58.0,8.0,35.5,0.0,0.0,133.0,23.0,461.0,8.0,12.5,33.0
T.J. Hockenson,4036133,MIN,TE,2024,receiving,2026-07-03T11:28:11.795543,10.0,41.0,62.0,5.0,45.5,0.0,0.0,145.0,30.0,455.0,0.0,11.1,34.0
Noah Brown,3121409,WSH,WR,2024,receiving,2026-07-03T11:28:11.795543,11.0,35.0,56.0,4.0,41.2,0.0,0.0,83.0,21.0,453.0,1.0,12.9,52.0
Tyler Conklin,3915486,NYJ,TE,2024,receiving,2026-07-03T11:28:11.795543,16.0,51.0,72.0,7.0,28.1,0.0,0.0,262.0,24.0,449.0,4.0,8.8,27.0
Dalton Kincaid,4385690,BUF,TE,2024,receiving,2026-07-03T11:28:11.795543,13.0,44.0,75.0,5.0,34.5,1.0,0.0,274.0,23.0,448.0,2.0,10.2,29.0
Noah Gray,4240472,KC,TE,2024,receiving,2026-07-03T11:28:11.795543,17.0,40.0,49.0,6.0,25.7,0.0,0.0,210.0,25.0,437.0,5.0,10.9,35.0
Bijan Robinson,4430807,ATL,RB,2024,receiving,2026-07-03T11:28:11.795543,17.0,61.0,72.0,3.0,25.4,0.0,0.0,530.0,20.0,431.0,1.0,7.1,29.0
KaVontae Turpin,3676833,DAL,WR,2024,receiving,2026-07-03T11:28:11.795543,17.0,31.0,52.0,6.0,24.7,1.0,1.0,260.0,18.0,420.0,2.0,13.5,64.0
Dontayvion Wicks,4428850,GB,WR,2024,receiving,2026-07-03T11:28:11.795543,17.0,39.0,76.0,4.0,24.4,0.0,0.0,139.0,25.0,415.0,5.0,10.6,36.0
James Conner,3045147,ARI,RB,2024,receiving,2026-07-03T11:28:11.795543,16.0,47.0,55.0,4.0,25.9,2.0,1.0,483.0,17.0,414.0,1.0,8.8,44.0
Jalen Nailor,4382466,MIN,WR,2024,receiving,2026-07-03T11:28:11.795543,17.0,28.0,42.0,8.0,24.4,0.0,0.0,106.0,22.0,414.0,6.0,14.8,33.0
Foster Moreau,3843945,NO,TE,2024,receiving,2026-07-03T11:28:11.795543,17.0,32.0,43.0,7.0,24.3,0.0,0.0,158.0,21.0,413.0,5.0,12.9,41.0
Marquez Valdes-Scantling,3051738,BUF/NO,WR,2024,receiving,2026-07-03T11:28:11.795543,14.0,19.0,44.0,8.0,29.4,0.0,0.0,143.0,14.0,411.0,4.0,21.6,71.0
Brenton Strange,4430539,JAX,TE,2024,receiving,2026-07-03T11:28:11.795543,17.0,40.0,53.0,7.0,24.2,1.0,1.0,183.0,21.0,411.0,2.0,10.3,30.0
Aaron Jones Sr.,3042519,MIN,RB,2024,receiving,2026-07-03T11:28:11.795543,17.0,51.0,62.0,4.0,24.0,2.0,2.0,411.0,20.0,408.0,2.0,8.0,25.0
Chris Olave,4361370,NO,WR,2024,receiving,2026-07-03T11:28:11.795543,8.0,32.0,44.0,4.0,50.0,1.0,1.0,121.0,22.0,400.0,1.0,12.5,39.0
Ricky Pearsall,4428209,SF,WR,2024,receiving,2026-07-03T11:28:11.795543,11.0,31.0,46.0,5.0,36.4,0.0,0.0,114.0,19.0,400.0,3.0,12.9,46.0
Tim Patrick,3134353,DET,WR,2024,receiving,2026-07-03T11:28:11.795543,16.0,33.0,44.0,6.0,24.6,0.0,0.0,141.0,20.0,394.0,3.0,11.9,42.0
Rachaad White,4697815,TB,RB,2024,receiving,2026-07-03T11:28:11.795543,16.0,51.0,57.0,3.0,24.6,1.0,1.0,516.0,18.0,393.0,6.0,7.7,32.0
Bucky Irving,4596448,TB,RB,2024,receiving,2026-07-03T11:28:11.795543,17.0,47.0,52.0,3.0,23.1,0.0,0.0,528.0,16.0,392.0,0.0,8.3,42.0
Tyler Boyd,3045144,TEN,WR,2024,receiving,2026-07-03T11:28:11.795543,16.0,39.0,57.0,4.0,24.4,0.0,0.0,189.0,20.0,390.0,0.0,10.0,40.0
Jordan Akins,3128452,CLE,TE,2024,receiving,2026-07-03T11:28:11.795543,17.0,40.0,58.0,3.0,22.9,1.0,0.0,187.0,20.0,390.0,2.0,9.8,21.0
Parker Washington,4432620,JAX,WR,2024,receiving,2026-07-03T11:28:11.795543,17.0,32.0,51.0,6.0,22.9,1.0,0.0,108.0,19.0,390.0,3.0,12.2,30.0
D'Andre Swift,4259545,CHI,RB,2024,receiving,2026-07-03T11:28:11.795543,17.0,42.0,52.0,5.0,22.7,0.0,0.0,396.0,12.0,386.0,0.0,9.2,42.0
Justice Hill,4038441,BAL,RB,2024,receiving,2026-07-03T11:28:11.795543,15.0,42.0,51.0,3.0,25.5,0.0,0.0,433.0,17.0,383.0,3.0,9.1,27.0
Christian Kirk,3895856,JAX,WR,2024,receiving,2026-07-03T11:28:11.795543,8.0,27.0,47.0,7.0,47.4,0.0,0.0,113.0,18.0,379.0,1.0,14.0,61.0
Mack Hollins,2991662,BUF,WR,2024,receiving,2026-07-03T11:28:11.795543,17.0,31.0,50.0,4.0,22.2,0.0,0.0,90.0,25.0,378.0,5.0,12.2,44.0
Diontae Johnson,3932905,BAL/HOU/CAR,WR,2024,receiving,2026-07-03T11:28:11.795543,12.0,33.0,67.0,5.0,31.3,0.0,0.0,91.0,21.0,375.0,3.0,11.4,39.0
Brandon Aiyuk,4360438,SF,WR,2024,receiving,2026-07-03T11:28:11.795543,7.0,25.0,47.0,5.0,53.4,0.0,0.0,107.0,19.0,374.0,0.0,15.0,53.0
Austin Ekeler,3068267,WSH,RB,2024,receiving,2026-07-03T11:28:11.795543,12.0,35.0,41.0,8.0,30.5,1.0,0.0,424.0,14.0,366.0,0.0,10.5,34.0
Evan Engram,3051876,JAX,TE,2024,receiving,2026-07-03T11:28:11.795543,9.0,47.0,64.0,2.0,40.6,1.0,1.0,150.0,17.0,365.0,1.0,7.8,24.0
Chase Brown,4362238,CIN,RB,2024,receiving,2026-07-03T11:28:11.795543,16.0,54.0,65.0,2.0,22.5,0.0,0.0,326.0,23.0,360.0,4.0,6.7,34.0
David Moore,4212909,CAR,WR,2024,receiving,2026-07-03T11:28:11.795543,17.0,32.0,57.0,2.0,20.6,0.0,0.0,60.0,18.0,351.0,3.0,11.0,21.0
Rashid Shaheed,4032473,NO,WR,2024,receiving,2026-07-03T11:28:11.795543,6.0,20.0,41.0,5.0,58.2,0.0,0.0,106.0,12.0,349.0,3.0,17.5,70.0
Javonte Williams,4361579,DEN,RB,2024,receiving,2026-07-03T11:28:11.795543,17.0,52.0,70.0,3.0,20.4,0.0,0.0,395.0,14.0,346.0,0.0,6.7,34.0
Greg Dortch,4037235,ARI,WR,2024,receiving,2026-07-03T11:28:11.795543,17.0,37.0,50.0,2.0,20.1,1.0,1.0,294.0,16.0,342.0,3.0,9.2,39.0
Josh Jacobs,4047365,GB,RB,2024,receiving,2026-07-03T11:28:11.795543,17.0,36.0,43.0,5.0,20.1,0.0,0.0,403.0,15.0,342.0,1.0,9.5,49.0
Ja'Tavion Sanders,4431588,CAR,TE,2024,receiving,2026-07-03T11:28:11.795543,16.0,33.0,43.0,6.0,21.4,1.0,0.0,185.0,13.0,342.0,1.0,10.4,46.0
David Montgomery,4035538,DET,RB,2024,receiving,2026-07-03T11:28:11.795543,14.0,36.0,38.0,2.0,24.4,0.0,0.0,365.0,16.0,341.0,0.0,9.5,40.0
Zach Charbonnet,4426385,SEA,RB,2024,receiving,2026-07-03T11:28:11.795543,17.0,42.0,52.0,4.0,20.0,0.0,0.0,377.0,8.0,340.0,1.0,8.1,32.0
