player_name,team,position,age,years,years_remaining,total_value,guaranteed,aav,signed_year,contract_type,is_active,source,fetched_at
Sean Tucker,Buccaneers,RB,25.0,1,1,3.52,0.0,3.52,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Hunter Luepke,Cowboys,RB,26.0,2,2,7.0,5.03,3.5,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
James Conner,Cardinals,RB,31.0,1,1,3.0,2.1,3.0,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Justice Hill,Ravens,RB,29.0,2,1,6.0,4.441176,3.0,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Quinshon Judkins,Browns,RB,23.0,4,3,11.402116,11.402116,2.850529,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
TreVeyon Henderson,Patriots,RB,24.0,4,3,11.14326,11.14326,2.785815,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Ty Johnson,Bills,RB,29.0,2,1,5.0,2.49,2.5,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Brian Robinson Jr.,Falcons,RB,27.0,1,1,2.5,0.775,2.5,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Christopher Brooks,Packers,RB,26.0,2,2,4.85,0.65,2.425,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Jonathon Brooks,Panthers,RB,23.0,4,2,8.417082,6.240268,2.104271,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Kene Nwangwu,Jets,RB,28.0,1,1,2.0,1.0,2.0,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Rachaad White,Commanders,RB,27.0,1,1,2.0,1.715,2.0,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
R.J. Harvey,Broncos,RB,25.0,4,3,7.359674,4.727294,1.839919,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Isiah Pacheco,Lions,RB,27.0,1,1,1.81,1.81,1.81,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Samaje Perine,Bengals,RB,31.0,2,1,3.6,0.4,1.8,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Zach Charbonnet,Seahawks,RB,25.0,4,1,6.876078,3.813333,1.71902,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Kaelon Black,49ers,RB,25.0,4,4,6.829276,1.426744,1.707319,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Emanuel Wilson,Seahawks,RB,27.0,1,1,1.595,0.55,1.595,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Kaleb Johnson,Steelers,RB,23.0,4,3,6.372062,1.274228,1.593016,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Trey Benson,Cardinals,RB,24.0,4,2,6.059606,1.226984,1.514902,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Jeremy McNichols,Commanders,RB,31.0,1,1,1.4875,0.5625,1.4875,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Blake Corum,Rams,RB,26.0,4,2,5.763762,1.011828,1.440941,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Jaleel McLaughlin,Broncos,RB,26.0,1,1,1.43,0.125,1.43,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
MarShawn Lloyd,Packers,RB,25.0,4,2,5.688518,0.957104,1.42213,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Kendre Miller,Saints,RB,24.0,4,1,5.654312,1.112228,1.413578,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Jonah Coleman,Broncos,RB,,4,4,5.614424,1.234424,1.403606,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Julius Chestnut,Titans,RB,26.0,1,1,1.4025,0.1025,1.4025,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Jerome Ford,Commanders,RB,27.0,1,1,1.4025,0.4375,1.4025,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
A.J. Dillon,Panthers,RB,28.0,1,1,1.4025,0.1,1.4025,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Mike Washington Jr.,Raiders,RB,23.0,4,4,5.496156,1.116156,1.374039,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Tyjae Spears,Titans,RB,25.0,4,1,5.490602,0.993164,1.372651,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Tank Bigsby,Eagles,RB,24.0,4,1,5.392918,0.92212,1.34823,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Bhayshul Tuten,Jaguars,RB,23.0,4,3,5.31625,1.07652,1.329063,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Cam Skattebo,Giants,RB,24.0,4,3,5.27304,1.07304,1.31826,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Trevor Etienne,Panthers,RB,22.0,4,3,5.208744,1.008744,1.302186,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Woody Marks,Texans,RB,26.0,4,3,5.203768,1.003768,1.300942,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Devin Singletary,Giants,RB,29.0,1,1,1.3,0.0,1.3,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Ameer Abdullah,Jaguars,RB,33.0,1,1,1.3,0.0,1.3,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Travis Homer,Steelers,RB,28.0,1,1,1.3,0.0,1.3,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Jarquez Hunter,Rams,RB,24.0,4,3,5.19878,0.998784,1.299695,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Dameon Pierce,Eagles,RB,26.0,1,1,1.29,0.25,1.29,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Dylan Sampson,Browns,RB,22.0,4,3,5.130564,0.930564,1.282641,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
DeeJay Dallas,Jaguars,RB,28.0,1,1,1.265,0.2,1.265,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Ronnie Rivers,Rams,RB,27.0,1,1,1.251,0.3303,1.251,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Emari Demercado,Chiefs,RB,27.0,1,1,1.25,0.55,1.25,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Emmett Johnson,Chiefs,RB,23.0,4,4,4.865636,0.485636,1.216409,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Elijah Mitchell,Eagles,RB,28.0,1,1,1.215,0.0,1.215,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Velus Jones Jr.,Seahawks,RB,29.0,1,1,1.215,0.0,1.215,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Ty Chandler,Saints,RB,28.0,1,1,1.215,0.0,1.215,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Pierre Strong Jr.,Packers,RB,28.0,1,1,1.215,0.0,1.215,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Patrick Taylor,49ers,RB,28.0,1,1,1.215,0.0,1.215,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Michael Carter,Titans,RB,27.0,1,1,1.215,0.0,1.215,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Salvon Ahmed,Bears,RB,28.0,1,1,1.215,0.0,1.215,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Nick Singleton,Titans,RB,22.0,4,4,4.848644,0.0,1.212161,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Jaylen Wright,Dolphins,RB,23.0,4,2,4.78002,0.76002,1.195005,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Zonovan Knight,Cardinals,RB,25.0,1,1,1.195,0.025,1.195,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Adam Randall,Ravens,RB,22.0,4,4,4.759476,0.379476,1.189869,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Bucky Irving,Buccaneers,RB,24.0,4,2,4.751552,0.731552,1.187888,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Will Shipley,Eagles,RB,24.0,4,2,4.736964,0.716964,1.184241,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Ray Davis,Bills,RB,27.0,4,2,4.733188,0.713188,1.183297,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Isaac Guerendo,49ers,RB,26.0,4,2,4.724528,0.704528,1.181132,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Kaytron Allen,Commanders,RB,23.0,4,4,4.683952,0.303952,1.170988,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Demond Claiborne,Vikings,RB,23.0,4,4,4.65358,0.27358,1.163395,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Jordan James,49ers,RB,22.0,4,3,4.639684,0.439684,1.159921,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Jaydon Blue,Cowboys,RB,22.0,4,3,4.627068,0.427068,1.156767,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
DJ Giddens,Colts,RB,23.0,4,3,4.624744,0.424744,1.156186,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Roschon Johnson,Bears,RB,25.0,4,1,4.608688,0.768688,1.152172,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
Gary Brightwell,Bengals,RB,28.0,1,1,1.145,0.0,1.145,2026,,True,https://overthecap.com/position/running-back,2026-07-03T11:19:39.907712
