player_name,team,position,age,years,years_remaining,total_value,guaranteed,aav,signed_year,contract_type,is_active,source,fetched_at
Josh Whyle,Packers,TE,27.0,1,1,2.0,0.37,2.0,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Sam Roush,Bears,TE,,4,1,7.336666,0.0,1.834167,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Ben Sinnott,Commanders,TE,24.0,4,2,7.22795,4.597851,1.806988,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Oscar Delp,Saints,TE,23.0,4,4,7.206404,1.70102,1.801601,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Brevin Jordan,Texans,TE,26.0,1,1,1.72,0.2,1.72,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Will Kacmarek,Dolphins,TE,,4,4,6.849462,1.441428,1.712366,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Eli Raridon,Patriots,TE,,4,4,6.748712,1.368152,1.687178,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Harold Fannin Jr.,Browns,TE,22.0,4,3,6.742886,1.543916,1.685722,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
James Mitchell,Panthers,TE,27.0,1,1,1.655,0.59,1.655,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Ko Kieft,Buccaneers,TE,28.0,1,1,1.65,0.6,1.65,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Nate Adkins,Broncos,TE,27.0,1,1,1.635,0.3,1.635,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Ian Thomas,Raiders,TE,30.0,1,1,1.615,0.6125,1.615,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Luke Schoonmaker,Cowboys,TE,28.0,4,1,6.266678,3.342433,1.56667,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Johnny Mundt,Eagles,TE,32.0,1,1,1.5,0.75,1.5,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Andrew Beck,Jets,TE,30.0,1,1,1.4875,1.2625,1.4875,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
